latitude,longitude,id,name,docks
40.759604,-73.927144,motivate_BKN_b64eb0a5-d6d4-4f45-8c9a-e2d004819c99,34 Ave & 31 St,15
40.657265,-73.974165,motivate_BKN_52dd11f4-bbd0-49ab-912b-06fac40d275d,Prospect Park SW & 16 St,27
40.804213,-73.966991,motivate_BKN_66de3fde-0aca-11e7-82f6-3863bb44ef7c,Cathedral Pkwy & Broadway,18
40.783963,-73.947167,motivate_BKN_66ddef96-0aca-11e7-82f6-3863bb44ef7c,2 Ave & E 96 St,35
40.737261,-73.992389,motivate_BKN_66dc741f-0aca-11e7-82f6-3863bb44ef7c,E 16 St & 5 Ave,55
40.67639,-73.92748,motivate_BKN_b930dd82-92d0-4d86-b896-7d8b827c2d5f,Pacific St & Rochester Ave,16
40.802554,-73.933509,motivate_BKN_bb07a569-cc74-439e-b424-916c0304f136,2 Ave & E 125 St,22
40.829797,-73.931015,motivate_BKN_f752c376-3a6f-4cd3-b9fd-3c049d45a9a6,Jerome Ave & Ogden Ave,15
40.86945,-73.89148,motivate_BKN_f7e7f14f-7c39-488e-849b-92c41059eb07,Grand Concourse & E 197 St,17
40.673635,-74.011955,motivate_BKN_66de103b-0aca-11e7-82f6-3863bb44ef7c,Dwight St & Van Dyke St,16
40.732232,-73.988899,motivate_BKN_66dc481a-0aca-11e7-82f6-3863bb44ef7c,E 12 St & 3 Ave,67
40.807347,-73.908097,motivate_BKN_4d674595-187c-417c-a691-676c4446c9fc,Southern Blvd & E 142 St,21
40.719105,-73.999733,motivate_BKN_66db479e-0aca-11e7-82f6-3863bb44ef7c,Howard St & Lafayette St,20
40.80046,-73.92404,motivate_BKN_3db2fa34-0b56-4644-9ae9-bbee1583e717,Bronx Shore Comfort Station,24
40.70934,-73.95608,motivate_BKN_66dcf023-0aca-11e7-82f6-3863bb44ef7c,S 4 St & Rodney St,15
40.69327,-73.977038,motivate_BKN_66db3f62-0aca-11e7-82f6-3863bb44ef7c,Myrtle Ave & St Edwards St,39
40.74937,-73.88714,motivate_BKN_1836581441921155232,79 St & 37 Ave,18
40.76424,-73.8812,motivate_BKN_1834145468418707676,88 St & Astoria Blvd,16
40.73224,-73.94383,motivate_BKN_1786699974232881542,Greenpoint Ave & Monitor St,17
40.75727,-73.89024,motivate_BKN_1838618090943186984,32 Ave & 77 St,21
40.739859,-73.924003,motivate_BKN_923a60f7-2a0e-4a31-8dd5-66c8518c929e,48 Ave & 41 St,17
40.642501,-74.006055,motivate_BKN_7cb65297-c880-459a-b054-4e059576c02a,50 St & 7 Ave,18
40.73813,-73.88104,motivate_BKN_1849009244468810224,St James Ave & 51 Ave,12
40.8558,-73.89956,motivate_BKN_96e6ebf1-cdbf-4d0a-94e7-eed14dee5a77,Ryer Ave & E 182 St,22
40.65302,-73.94599,motivate_BKN_1820420022433309054,E 34 St & Linden Blvd,22
40.648055,-73.972432,motivate_BKN_80969478-8dbc-42e1-8e16-ac0132a431c2,E 8 St & Caton Ave,29
40.702771,-73.993836,motivate_BKN_66db3708-0aca-11e7-82f6-3863bb44ef7c,Old Fulton St,37
40.827301,-73.896372,motivate_BKN_5d994b32-b7a5-450d-9bbb-93bf3b03e6d5,Intervale Ave & Kelly St,18
40.743497,-73.918605,motivate_BKN_ffef95fa-600b-4f08-b2ce-e8eb034ebfd8,46 St & Queens Blvd,27
40.771717,-73.931592,motivate_BKN_92a51669-deec-45a9-8494-fafdf6356c51,30 Ave & 12 St,29
40.6667,-73.93972,motivate_BKN_d08be53f-9691-4d6f-81f3-7d052abb7dd6,Albany Ave & Carroll St,14
40.65458,-73.94716,motivate_BKN_1814900752968579218,New York Ave & Lenox Rd,21
40.769247,-73.93545,motivate_BKN_4d4a3e7b-1005-4bfd-8680-340a20cacbee,Vernon Blvd & 31 Ave,13
40.84301,-73.91172,motivate_BKN_db91c9e0-d80b-4cb4-9cc2-9453ec8fbeac,Grand Concourse & East Mount Eden Ave,16
40.702709,-73.99253,motivate_BKN_afd76a0e-ceb8-4d18-a427-b378c4d07a75,Dock St & Front St,23
40.846052,-73.937648,motivate_BKN_3bf69f3e-23f6-4abe-b5fe-dabe6b0ea066,Wadsworth Ave & W 175 St,19
40.773367,-73.913825,motivate_BKN_e6b6c6e2-5fcb-47cd-8f2d-4324b7c977c8,23 Rd & 31 St,21
40.688255,-73.995451,motivate_BKN_a76299eb-73f7-401c-aa8b-edff9ef003bd,Congress St & Clinton St,40
40.642431,-74.025535,motivate_BKN_18326827-dcae-47e0-8518-c4bb9e21eef6,Keegan Rd & 2 Ave,34
40.716657,-73.93637,motivate_BKN_467e1de6-73a6-480f-9e83-fd1b03b71047,Morgan Ave & Maspeth Ave,24
40.790482,-73.95033,motivate_BKN_66de1f7f-0aca-11e7-82f6-3863bb44ef7c,E 102 St & Park Ave,24
40.754601,-73.971878,motivate_BKN_66db3997-0aca-11e7-82f6-3863bb44ef7c,E 48 St & 3 Ave,56
40.647379,-74.000911,motivate_BKN_189f573b-a2d0-40d2-af15-83c5015d93e2,7 Ave & 41 St,14
40.848354,-73.918389,motivate_BKN_cd72b9da-b7c6-4785-92b5-0fb2130f0d7b,University Ave & Brandt Pl,17
40.799139,-73.938915,motivate_BKN_e73cf71b-db05-44f9-b57a-689d65320d68,E 118 St & 3 Ave,26
40.847746,-73.922079,motivate_BKN_2b33334b-243c-4a16-a6d2-32304c8884f1,Popham Ave & W 174 St,14
40.70224,-73.982578,motivate_BKN_66dc0bbd-0aca-11e7-82f6-3863bb44ef7c,Front St & Gold St,29
40.720195,-73.989978,motivate_BKN_66dbf062-0aca-11e7-82f6-3863bb44ef7c,Allen St & Rivington St,33
40.743533,-74.003675,motivate_BKN_73b403cf-86fd-4f93-a484-5cb06a2abeea,W 18 St & 9 Ave,35
40.850535,-73.901318,motivate_BKN_c0a2d591-4eed-488b-b88b-0b23990e3756,E Burnside Ave & Ryer Ave,16
40.763954,-73.9646,motivate_BKN_199ea9dd-8f7e-4e05-a730-55edaacd8787,E 63 St & 3 Ave,34
40.642622,-74.016866,motivate_BKN_380394f7-64fa-4a65-a4d1-7bcaddd41fab,57 St & 4 Ave,21
40.87307,-73.88971,motivate_BKN_8ef6ec7d-e898-4edc-8f3f-af888f8c5ef4,Jerome Ave & Bedford Park Blvd E,18
40.745686,-74.005141,motivate_BKN_55ccb271-7035-422e-bee1-20e84caa0217,W 20 St & 10 Ave,38
40.66559,-73.93712,motivate_BKN_c45aa693-fedd-478f-ade9-bf176c4e32ff,Crown St & Troy Ave,19
40.815887,-73.911918,motivate_BKN_40914c6b-293d-49ac-b83a-d9d4af998aea,St Ann's Ave & Westchester Ave,17
40.64741,-73.95933,motivate_BKN_1814906873296976512,Albemarle Rd & E 21 St,18
40.731393,-73.982867,motivate_BKN_e2fc6d90-8deb-4e21-961d-9d5208c1f986,E 14 St & 1 Ave,33
40.673134,-73.969106,motivate_BKN_ed5c92f1-3293-4385-9e2b-9b716a096a19,Plaza St East & Flatbush Ave,44
40.716887,-73.963198,motivate_BKN_66dc8eb1-0aca-11e7-82f6-3863bb44ef7c,Wythe Ave & Metropolitan Ave,46
40.678611,-73.990372,motivate_BKN_66de2771-0aca-11e7-82f6-3863bb44ef7c,Carroll St & Bond St,23
40.73266,-73.95826,motivate_BKN_66dd20eb-0aca-11e7-82f6-3863bb44ef7c,Huron St & Franklin St,29
40.7107,-73.90525,motivate_BKN_9a37d8a1-990b-484c-9603-262dbd1165cc,Bleecker St & Forest Ave,12
40.825737,-73.927311,motivate_BKN_aa0e6301-4162-428d-8943-7b684089b0d1,E 157 St & River Ave,17
40.74679,-73.90893,motivate_BKN_b319c797-71ff-490c-b965-ba2ac0f50da0,Woodside Ave & 55 St,17
40.731437,-73.994903,motivate_BKN_66ddb6d9-0aca-11e7-82f6-3863bb44ef7c,University Pl & E 8 St,68
40.778012,-73.954071,motivate_BKN_66dd455e-0aca-11e7-82f6-3863bb44ef7c,E 85 St & 3 Ave,14
40.714066,-73.992939,motivate_BKN_66db6889-0aca-11e7-82f6-3863bb44ef7c,Pike St & E Broadway,28
40.660906,-73.983074,motivate_BKN_0cc38ba1-4625-4821-9a6f-e490525cbce2,Windsor Pl & 8 Ave,15
40.671907,-73.993612,motivate_BKN_3f878b81-324e-4673-9221-43d34647e76f,10 St & 2 Ave,12
40.67653,-73.978468,motivate_BKN_66de110b-0aca-11e7-82f6-3863bb44ef7c,Berkeley Pl & 6 Ave,40
40.743115,-73.982153,motivate_BKN_66dc8bfd-0aca-11e7-82f6-3863bb44ef7c,Lexington Ave & E 29 St,45
40.797911,-73.9423,motivate_BKN_bf317efc-13f1-42be-8243-373a29354033,E 115 St & Lexington Ave,24
40.685125,-74.025353,motivate_BKN_324af152-33ea-48a7-8bb0-ad8b6f31571f,Picnic Point,43
40.708323,-73.948732,motivate_BKN_1786696564295760054,Scholes St & Lorimer St,22
40.717571,-74.005549,motivate_BKN_66db7a0d-0aca-11e7-82f6-3863bb44ef7c,Leonard St & Church St,52
40.713107,-73.994463,motivate_BKN_99142ec8-c0e7-47ca-916c-c1097d48e133,Market St & Henry St,37
40.716058,-73.991907,motivate_BKN_66dbca9c-0aca-11e7-82f6-3863bb44ef7c,Allen St & Hester St,113
40.815077,-73.899939,motivate_BKN_c0a3b8fe-ba64-4cbb-b010-f760998d6c3a,Beck St & Leggett Ave,17
40.742868,-73.989186,motivate_BKN_daefc84c-1b16-4220-8e1f-10ea4866fdc7,Broadway & W 25 St,90
40.781152,-73.94963,motivate_BKN_66ddea2a-0aca-11e7-82f6-3863bb44ef7c,E 91 St & 2 Ave,65
40.650176,-74.015606,motivate_BKN_48e7e465-f861-452a-9bf7-7eacd0b2bcac,48 St & 2 Ave,19
40.761148,-73.917007,motivate_BKN_b7df61c0-8ead-46cb-9d6e-a6a3011ffb71,31 Ave & Steinway St,24
40.711174,-73.996826,motivate_BKN_66dc9143-0aca-11e7-82f6-3863bb44ef7c,Catherine St & Monroe St,35
40.754795,-73.917014,motivate_BKN_9719498d-bd5c-4424-86ac-dfe0795c57d1,34 Ave & 45 St,22
40.785851,-73.954824,motivate_BKN_1813395029173762108,E 94 St & Madison Ave,32
40.757284,-73.9536,motivate_BKN_b47e5ffd-4215-4476-a89b-ebe52111f763,Roosevelt Island Tramway,25
40.861281,-73.921417,motivate_BKN_e1a3f2f9-618f-4727-b2d6-676e02aadf17,10 Ave & W 202 St,14
40.823162,-73.923267,motivate_BKN_c29c9178-bcb1-4c0c-b789-f4a89512a4e4,Concourse Village West & E 156 St,15
40.74841,-73.8751,motivate_BKN_1851254360969534132,Benham St & Roosevelt Ave,22
40.820909,-73.927538,motivate_BKN_1804894168423871442,Walton Ave & E 151 St,25
40.719876,-73.963865,motivate_BKN_1786697528321024934,N 5 St & Northside Piers,34
40.741327,-73.937999,motivate_BKN_46dca5c6-7bd3-4a4f-aa1e-33aa66652294,30 St & 48 Ave,26
40.73672,-73.87728,motivate_BKN_1843486667668726558,Queens Blvd & Broadway,24
40.84925,-73.93022,motivate_BKN_6a52ceae-3b97-487a-9438-de844bfbf1c2,Amsterdam Ave & W 183 St,16
40.68374,-73.9261,motivate_BKN_01b7973e-c92e-4fbe-890e-2c24de33ce0e,Macon St & Patchen Ave,16
40.735324,-73.998004,motivate_BKN_66db4282-0aca-11e7-82f6-3863bb44ef7c,W 11 St & 6 Ave,41
40.828199,-73.903719,motivate_BKN_0197e9da-ae03-40a7-8270-fe500bfc9e18,Boston Rd & E 167 St,9
40.727558,-73.955058,motivate_BKN_8a560dc7-36d9-4391-bed1-8df271a36273,Calyer St & Guernsey St,9
40.66509,-73.94824,motivate_BKN_1834145868297717964,New York Ave & Montgomery St,17
40.750585,-73.994684,motivate_BKN_66ddbd20-0aca-11e7-82f6-3863bb44ef7c,8 Ave & W 31 St,72
40.68012,-73.93168,motivate_BKN_e982e1cb-7e7b-4769-85b8-565925200654,Chauncey St & Stuyvesant Ave,17
40.801306,-73.939816,motivate_BKN_d9bc0b3e-1af8-4cb6-a082-8ef1245ef329,Lexington Ave & E 120 St,13
40.74638,-73.88322,motivate_BKN_1843486390605672640,Ithaca St & Baxter Ave,19
40.64499,-73.95818,motivate_BKN_1814907062275537820,Beverley Rd & Flatbush Ave,25
40.756405,-73.990026,motivate_BKN_66dc3f08-0aca-11e7-82f6-3863bb44ef7c,W 41 St & 8 Ave,50
40.819034,-73.956156,motivate_BKN_a1112e04-bc50-4782-b3d6-bb5902c0e8db,Broadway & W 133 St,18
40.743366,-73.959606,motivate_BKN_79399e32-a6c6-4732-8ad4-9f9140a86b21,Center Blvd & 51 Ave,20
40.801657,-73.909513,motivate_BKN_8f672aa7-08a1-4fe2-a471-06f219c0eb1b,Walnut Ave & E 136 St,14
40.68044,-73.92842,motivate_BKN_17aba164-9d41-4336-9767-2218b8994ded,Chauncey St & Malcolm X Blvd,22
40.67854,-73.91367,motivate_BKN_ffaa8f6a-a4ea-4d3a-a57c-f42f77cd4581,Thomas S. Boyland St & Fulton St,24
40.807408,-73.91924,motivate_BKN_7f1b4c40-d9fa-4182-be0e-a993655cfb6f,Brook Ave & E 138 St,20
40.813539,-73.94521,motivate_BKN_01839a78-f228-4706-8f7f-147b857492f2,Adam Clayton Powell Blvd & W 132 St,16
40.655278,-74.003101,motivate_BKN_fd0e86e3-079d-40aa-8231-ec2cbdbd9e7f,34 St & 4 Ave,23
40.74919,-73.87043,motivate_BKN_1828969215385895856,Warren St & Roosevelt Ave,25
40.73481,-73.87431,motivate_BKN_1848241425697670086,Queens Blvd & 56 Ave,30
40.773982,-73.930913,motivate_BKN_0927e331-866f-4d99-99b4-04edde99117a,27 Ave & 9 St,37
40.70809,-73.89549,motivate_BKN_6908ae75-b9a1-4f20-b192-95dc43e858a8,64 St & Woodbine St,7
40.724861,-73.992131,motivate_BKN_4168e5a4-c7ec-4045-bfc8-84ac5edbe845,E 1 St & Bowery,39
40.692418,-73.989494,motivate_BKN_66de88d7-0aca-11e7-82f6-3863bb44ef7c,Fulton St & Adams St,41
40.861915,-73.894831,motivate_BKN_36025f2c-ee4d-4c1a-832d-733cf37f98ef,Tiebout Ave & E Fordham Road,9
40.67242,-73.93094,motivate_BKN_68827e5f-ed28-45de-99bf-66093a8c504f,Park Pl & Utica Ave,16
40.74451,-73.91412,motivate_BKN_785b3e6b-dab5-4d25-afab-e2a1ef918669,51 St & 43 Ave,22
40.71625,-74.009105,motivate_BKN_66db2e3a-0aca-11e7-82f6-3863bb44ef7c,Hudson St & Reade St,49
40.790179,-73.972889,motivate_BKN_66dde343-0aca-11e7-82f6-3863bb44ef7c,W 90 St & Amsterdam Ave,28
40.830051,-73.892103,motivate_BKN_852218fc-5e5b-4153-bc3f-03760b57e68a,Freeman St & Southern Blvd,21
40.719961,-74.008443,motivate_BKN_3b7cdac2-c7cb-413b-b8e4-7ee5c58260a4,N Moore St & Hudson St,60
40.69795,-73.970775,motivate_BKN_999865d2-0735-4e85-a9d4-00810231530e,Flushing Ave & Vanderbilt Ave,21
40.67568,-73.91396,motivate_BKN_101c813e-02a8-4b6b-bd5d-981c1ea62019,Pacific St & Thomas S. Boyland St,13
40.773406,-73.977825,motivate_BKN_66dd4bf7-0aca-11e7-82f6-3863bb44ef7c,Central Park West & W 68 St,39
40.723956,-73.949843,motivate_BKN_7a771842-c090-4da1-8c13-72b7f4f50a87,Leonard St & Nassau Ave,27
40.813358,-73.956461,motivate_BKN_7f8cb36a-2bf4-4d57-afbd-331310f25355,Amsterdam Ave & W 125 St,35
40.764496,-73.904632,motivate_BKN_06f0d251-e1e3-435c-8c5f-9b991a14ca4a,49 St & 25 Ave,24
40.757186,-73.932719,motivate_BKN_35b8b636-18d3-4860-b0a9-39c0bce96a10,28 St & 36 Ave,28
40.658489,-73.985543,motivate_BKN_22e38a04-e70d-4484-bbf3-f6e8c64fdbd4,19 St & 8 Ave,16
40.69465,-73.9343,motivate_BKN_b9deb521-41b6-4f8a-ac78-0e58e3977f2c,Stuyvesant Ave & Hart St,25
40.64535,-73.93268,motivate_BKN_1815968422007427668,Schenectady Ave & Cortelyou Rd,19
40.784999,-73.972834,motivate_BKN_66dd4f31-0aca-11e7-82f6-3863bb44ef7c,W 84 St & Columbus Ave,24
40.75404,-73.86887,motivate_BKN_1835247745828931742,99 St & 35 Ave,14
40.739376,-74.005208,motivate_BKN_1827839088308194240,Gansevoort St & Hudson St,106
40.76109,-73.88838,motivate_BKN_1828967346753327602,30 Ave & 80 St,14
40.71882,-73.93948,motivate_BKN_a958a8af-a0cc-4bca-9114-93c74ce3c693,Frost St & Debevoise Ave,13
40.7488,-73.89451,motivate_BKN_1828965887815635862,71 St & 37 Ave,19
40.749478,-73.918264,motivate_BKN_514f3dda-4d08-464c-b2d4-5706d400065a,39 Ave & 45 St,17
40.74193,-73.90913,motivate_BKN_0cde9bcd-0dcb-45dc-9c9a-3e5485b5452e,Queens Blvd & 56 St,16
40.64949,-73.95408,motivate_BKN_1828964993433043090,Lott St & Erasmus St,13
40.723627,-73.999496,motivate_BKN_66db6d40-0aca-11e7-82f6-3863bb44ef7c,Mercer St & Spring St,59
40.76072,-73.910989,motivate_BKN_d1c204d7-d575-417d-b134-6ebdf7e99f98,46 St & 30 Rd,19
40.683045,-74.003485,motivate_BKN_66de44ba-0aca-11e7-82f6-3863bb44ef7c,Carroll St & Columbia St,36
40.66481,-73.94269,motivate_BKN_efa2a82f-eb4a-4b82-a602-6c42cb984101,Kingston Ave & Montgomery St,13
40.73628,-73.86752,motivate_BKN_1846086463217404850,94 St & 57 Ave,22
40.801343,-73.971145,motivate_BKN_66de0bcb-0aca-11e7-82f6-3863bb44ef7c,Riverside Dr & W 104 St,50
40.860478,-73.905716,motivate_BKN_dadd2084-d844-46f5-b7a4-128d31eeba8e,Aqueduct Ave & North St,13
40.85589,-73.927082,motivate_BKN_c9cd8c29-7f0b-4979-9a0e-bec4613d2600,Audubon Ave & W 192 St,11
40.69922,-73.89795,motivate_BKN_9d23b0e9-a478-407c-a0e0-0aff1b0398fc,Forest Ave & Summerfield St,15
40.697665,-73.984764,motivate_BKN_66db5e6a-0aca-11e7-82f6-3863bb44ef7c,Concord St & Bridge St,13
40.772899,-73.896849,motivate_BKN_c02864f0-2611-440b-98f4-45fddfd545fe,20 Ave & 48 St,23
40.802535,-73.953242,motivate_BKN_760ebaea-f7c7-45ad-aa3b-395d97adcf8f,Adam Clayton Powell Blvd & W 115 St,13
40.763707,-73.985161,motivate_BKN_66dc1d0c-0aca-11e7-82f6-3863bb44ef7c,8 Ave & W 52 St,18
40.763413,-73.996674,motivate_BKN_66dc79e6-0aca-11e7-82f6-3863bb44ef7c,W 46 St & 11 Ave,12
40.64491,-73.95487,motivate_BKN_1820420224296772166,Bedford Ave & Beverley Rd,20
40.820578,-73.888271,motivate_BKN_ebce9ecb-9678-4c42-89d7-08e54bc6fe90,Faile St & Garrison Ave,18
40.725839,-74.007653,motivate_BKN_33c533cd-5f0e-4c15-a00a-6a2bf1e2d077,Spring St & Hudson St,37
40.76447,-73.87369,motivate_BKN_1835247469495105628,25 Ave & 96 St,19
40.825322,-73.887729,motivate_BKN_4775fd25-2240-44d7-884a-d777d15a9b5e,Longfellow Ave & E 165 St,20
40.729538,-73.984267,motivate_BKN_66db8ca4-0aca-11e7-82f6-3863bb44ef7c,E 11 St & 1 Ave,30
40.796879,-73.937261,motivate_BKN_9b7e3b8b-97ef-4038-820c-7cd1c1a34fc7,E 116 St & 2 Ave,21
40.818743,-73.890247,motivate_BKN_81a34754-ae08-47a6-964d-4733849a8fab,Garrison Ave & Manida St,25
40.87704,-73.88943,motivate_BKN_48b19cc8-bf45-4602-89ac-a8c0a0560c43,Paul Ave & W 205 St,15
40.827305,-73.951989,motivate_BKN_ccaadb70-6c87-4ccc-9914-a3167bd1bc0e,Riverside Dr & W 145 St,24
40.782939,-73.978651,motivate_BKN_66de1c33-0aca-11e7-82f6-3863bb44ef7c,Amsterdam Ave & W 79 St,31
40.647105,-74.004483,motivate_BKN_753415aa-9bb4-4f72-bb5c-0906365177d0,44 St & 6 Ave,14
40.679043,-74.011169,motivate_BKN_66de1368-0aca-11e7-82f6-3863bb44ef7c,Pioneer St & Van Brunt St,36
40.820681,-73.945144,motivate_BKN_bc512527-7863-48d5-aea8-3de470abc1ee,Edgecombe Ave & W 141 St,13
40.819823,-73.912411,motivate_BKN_be435dfd-e859-487c-ae32-3d2b76d49a49,E 156 & Brook Ave,17
40.76196,-73.87042,motivate_BKN_1838070626762830158,99 St & Astoria Blvd,21
40.68139,-73.90756,motivate_BKN_ace80a8c-6196-484e-8dd0-061e3c90389b,Broadway & Furman Ave,24
40.745502,-73.909887,motivate_BKN_b9c209b2-6284-4f5a-a32a-680ef9da1c1f,Skillman Ave & 54 St,18
40.849972,-73.938423,motivate_BKN_2436e886-dc53-47cb-8733-d663f9dcd922,W 180 St & Ft Washington Ave,15
40.839194,-73.888587,motivate_BKN_55146e49-9bc4-4f13-bdf7-25422342b638,Waterloo Pl & Crotona Park East,8
40.85834,-73.91008,motivate_BKN_fac701fb-c433-496e-933b-ea137dbe7fe1,Andrew Ave N & Hall of Fame Tce,14
40.705692,-74.016776,motivate_BKN_66dc90d5-0aca-11e7-82f6-3863bb44ef7c,Little West St & 1 Pl,33
40.74252,-73.948852,motivate_BKN_9e0b3452-ef6d-4e94-8c05-7bef199cdb74,49 Ave & 21 St,14
40.70538,-73.92535,motivate_BKN_2868db5b-df51-4c36-8515-ef77a5b092c2,Irving Ave & Jefferson St,17
40.666168,-73.995549,motivate_BKN_8d2eff37-be09-4b46-a95d-abff89e16d56,3 Ave & 17 St,19
40.851747,-73.908964,motivate_BKN_cf284d60-23e7-49ec-91dc-8bfedb59cb6a,E Tremont Ave & Jerome Ave,16
40.650739,-73.977739,motivate_BKN_62e2b1dd-ca52-4e1c-a112-1d8846b9d9b5,Greenwood Ave & E 4 St,17
40.751396,-74.005226,motivate_BKN_66dc22a7-0aca-11e7-82f6-3863bb44ef7c,11 Ave & W 27 St,31
40.704117,-73.948185,motivate_BKN_66dce4fc-0aca-11e7-82f6-3863bb44ef7c,Lorimer St & Broadway,20
40.646475,-74.026081,motivate_BKN_711ccb32-e1bc-4577-ac7b-50592cc9b8a0,58 St & Pier 4,29
40.836179,-73.907301,motivate_BKN_c4d6b123-df5a-446d-b0ae-d3c4846565d5,E 170 St & Webster Ave,21
40.713352,-73.949103,motivate_BKN_66dea52b-0aca-11e7-82f6-3863bb44ef7c,Devoe St & Lorimer St,9
40.729803,-73.959099,motivate_BKN_1786687245202023014,Greenpoint Ave & West St,26
40.72419,-73.91244,motivate_BKN_a37bd0e0-d1e9-4302-9ff7-286e415aff1c,58 St & 56 Dr,19
40.720253,-73.957082,motivate_BKN_1786697166576476490,N 10 St & Berry St,37
40.702013,-73.923769,motivate_BKN_145bbc0d-8976-45ae-9565-158ba564d3d1,Suydam St & Knickerbocker Ave,24
40.70886,-73.90182,motivate_BKN_d11db4cd-f9bf-430b-ac19-104fef323b24,60 Pl & Linden St,18
40.747182,-73.943263,motivate_BKN_66dd266a-0aca-11e7-82f6-3863bb44ef7c,44 Dr & Jackson Ave,33
40.827212,-73.942722,motivate_BKN_8f1fdf4b-ecca-4f03-b04c-e10fe596e2c7,St Nicholas Ave & W 150 St,23
40.745346,-73.921941,motivate_BKN_ab5c5ee6-9c4e-4aaa-a14e-d236d3e01d9a,43 Ave & 42 St,22
40.813991,-73.8855,motivate_BKN_fec4aa1b-9fc1-4dd9-ab39-c1d7370a6e54,Hunts Point Ave & Bryant Ave,13
40.71269,-73.987763,motivate_BKN_66db9cc4-0aca-11e7-82f6-3863bb44ef7c,Madison St & Clinton St,22
40.837213,-73.908345,motivate_BKN_7d9a1b9e-0123-4561-a111-b3735fada687,E 170 St & Clay Ave,21
40.740057,-74.005274,motivate_BKN_0c923abb-298a-4a47-b132-9fae73cc59e6,Hudson St & W 13 St,25
40.8082,-73.9641,motivate_BKN_8e631be4-1e0c-4627-a261-18f0003d0ba2,W 116 St & Broadway,21
40.722437,-74.005664,motivate_BKN_66dbe441-0aca-11e7-82f6-3863bb44ef7c,6 Ave & Canal St,68
40.853646,-73.908731,motivate_BKN_6ae35aa8-644e-4b2c-b6a4-6570192f78ab,Davidson Ave & W Burnside Ave,29
40.682754,-73.982585,motivate_BKN_66de59bd-0aca-11e7-82f6-3863bb44ef7c,Wyckoff St & 3 Ave,22
40.831998,-73.892686,motivate_BKN_9b4a92ae-cefe-467a-8e35-5ce02d4f3a45,Louis Nine Blvd & Intervale Ave,15
40.69543,-73.9196,motivate_BKN_77463580-6421-403d-b170-f2660c216175,Menahan St & Central Ave,23
40.867505,-73.926363,motivate_BKN_4f57360d-a4cb-4568-b74a-f3086ccaee2e,Seaman Ave & Beak St,5
40.75201,-73.89986,motivate_BKN_8f72fe26-98aa-4e87-a612-9ae0eb1d9a38,62 St & 34 Ave,19
40.784003,-73.912297,motivate_BKN_bd70035d-4151-42b2-91f6-7bb3333e5253,20 Ave & 21 St,17
40.69985,-73.97141,motivate_BKN_17ba4945-b202-4667-965f-211d80622646,Dock 72 Way & Market St,20
40.639421,-74.026823,motivate_BKN_d946ce73-5487-4ab7-b429-cf873e9af5b5,Wakeman Pl & Ridge Blvd,9
40.75055,-73.86725,motivate_BKN_1835249317786962140,99 St & 38 Ave,26
40.822756,-73.951346,motivate_BKN_c8060816-b4aa-4fd9-bc66-af28bf61dc87,Hamilton Pl & W 140 St,19
40.82057,-73.917579,motivate_BKN_a23a40c3-6da5-4b0f-bb6b-8bfc01ec2261,E 155 St & Courtlandt Ave,18
40.732241,-74.000263,motivate_BKN_66dbcf18-0aca-11e7-82f6-3863bb44ef7c,Washington Pl & 6 Ave,64
40.833909,-73.92112,motivate_BKN_9c2a741d-7f3e-4aa1-b58b-db5c3e6bcb20,Gerard Ave & McClellan St,26
40.82809,-73.91288,motivate_BKN_b7c6ce96-a24d-4c1e-93ee-6f49c1adf119,E 165 St & Clay Ave,14
40.65577,-73.9432,motivate_BKN_1814900898997467540,Clarkson Ave & E 37 St,19
40.71435,-73.91405,motivate_BKN_d52d4171-fd60-4a28-b7e2-89f3693e0591,53 St & Flushing Ave,17
40.742751,-73.984715,motivate_BKN_e6c2a46e-431a-4101-af84-870f660ff4cb,E 27 St & Park Ave S,63
40.706237,-73.933871,motivate_BKN_b03adb87-2bd9-43a5-a822-7d06a9ee2d81,McKibbin St & Bogart St,26
40.644512,-74.021506,motivate_BKN_3013d5ac-f7bb-4e98-a49a-b9f7b76a3b50,58 St & 2 Ave,32
40.633385,-74.016562,motivate_BKN_f06c01c3-fd7f-443c-a0c7-fc9233d77f6a,67 St & Erik Pl,13
40.854123,-73.899322,motivate_BKN_2e5cde21-f0a2-4396-899e-6df275e99212,Valentine Ave & E 181 St,20
40.715922,-73.906013,motivate_BKN_956de8aa-9e06-4efb-8eb0-35fe9b274a48,60 St & 60 Rd,6
40.69811,-73.90904,motivate_BKN_6ca15d94-897a-4c81-ab47-366829afb7c4,Putnam Ave & Wyckoff Ave,23
40.86156,-73.91219,motivate_BKN_1a083890-e22b-4f81-8d98-567784034916,Cedar Ave & W Fordham Rd,21
40.831584,-73.9149,motivate_BKN_514afe43-84d4-4941-8281-75a93c5cd365,Morris Ave & McClellan St,18
40.68713,-73.93008,motivate_BKN_753591ba-36f7-4ded-ab7d-40df9994a05f,Madison St & Malcolm X Blvd,14
40.739713,-73.994564,motivate_BKN_66db33fc-0aca-11e7-82f6-3863bb44ef7c,W 18 St & 6 Ave,61
40.686744,-73.990631,motivate_BKN_66de542a-0aca-11e7-82f6-3863bb44ef7c,Bergen St & Smith St,39
40.75053,-73.8977,motivate_BKN_77b21502-a7a2-40b4-8f3e-f9c6c6ef0939,65 St & 35 Ave,25
